run_id,druid,file,language,transcript_filename,transcript_language,runtime,wer,mer,wil,wip,hits,substitutions,insertions,deletions,diff,options
bb158br2509-whisper-001,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,242.636468,0.070214175314639,0.06973684210526315,0.09059578461855211,0.9094042153814479,4242,96,31,191,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-001.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 1.0, 'condition_on_previous_text': True, 'best_of': 5}"
bb158br2509-whisper-002,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,235.556528,0.070214175314639,0.06973684210526315,0.09059578461855211,0.9094042153814479,4242,96,31,191,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-002.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 1.0, 'condition_on_previous_text': True, 'best_of': 10}"
bb158br2509-whisper-003,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,207.82328,0.06800618238021638,0.06720488762819114,0.08910946112511953,0.9108905388748805,4275,101,54,153,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-003.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 1.0, 'condition_on_previous_text': False, 'best_of': 5}"
bb158br2509-whisper-004,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,217.46828,0.06800618238021638,0.06720488762819114,0.08910946112511953,0.9108905388748805,4275,101,54,153,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-004.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 1.0, 'condition_on_previous_text': False, 'best_of': 10}"
bb158br2509-whisper-005,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,256.479404,0.06690218591300508,0.06644736842105263,0.08749472863716479,0.9125052713628352,4257,97,31,175,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-005.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 2.0, 'condition_on_previous_text': True, 'best_of': 5}"
bb158br2509-whisper-006,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,250.223859,0.06690218591300508,0.06644736842105263,0.08749472863716479,0.9125052713628352,4257,97,31,175,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-006.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 2.0, 'condition_on_previous_text': True, 'best_of': 10}"
bb158br2509-whisper-007,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,239.669544,0.06094060499006403,0.06027516925092815,0.08252299265891894,0.9174770073410811,4303,103,50,123,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-007.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 2.0, 'condition_on_previous_text': False, 'best_of': 5}"
bb158br2509-whisper-008,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,240.324228,0.06094060499006403,0.06027516925092815,0.08252299265891894,0.9174770073410811,4303,103,50,123,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-008.html,"{'model_name': 'medium', 'beam_size': 5, 'patience': 2.0, 'condition_on_previous_text': False, 'best_of': 10}"
bb158br2509-whisper-009,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,358.147581,0.06668138661956281,0.06624259706075894,0.08936376537869084,0.9106362346213092,4257,107,30,165,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-009.html,"{'model_name': 'medium', 'beam_size': 10, 'patience': 1.0, 'condition_on_previous_text': True, 'best_of': 5}"
bb158br2509-whisper-010,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,377.394894,0.06668138661956281,0.06624259706075894,0.08936376537869084,0.9106362346213092,4257,107,30,165,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-010.html,"{'model_name': 'medium', 'beam_size': 10, 'patience': 1.0, 'condition_on_previous_text': True, 'best_of': 10}"
bb158br2509-whisper-011,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,311.286317,0.062044601457275333,0.061407342657342656,0.08511004355082563,0.9148899564491744,4295,110,47,124,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-011.html,"{'model_name': 'medium', 'beam_size': 10, 'patience': 1.0, 'condition_on_previous_text': False, 'best_of': 5}"
bb158br2509-whisper-012,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,303.407112,0.062044601457275333,0.061407342657342656,0.08511004355082563,0.9148899564491744,4295,110,47,124,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-012.html,"{'model_name': 'medium', 'beam_size': 10, 'patience': 1.0, 'condition_on_previous_text': False, 'best_of': 10}"
bb158br2509-whisper-013,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,399.415967,0.06911017884742769,0.06861025865848312,0.09009115165353276,0.9099088483464672,4249,99,33,181,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-013.html,"{'model_name': 'medium', 'beam_size': 10, 'patience': 2.0, 'condition_on_previous_text': True, 'best_of': 5}"
bb158br2509-whisper-014,bb158br2509,bb158br2509_sl.m4a,en,bb158br2509_script.txt,en,389.245212,0.06911017884742769,0.06861025865848312,0.09009115165353276,0.9099088483464672,4249,99,33,181,https://sul-dlss.github.io/whisper-pilot/output-2024-07-05/bb158br2509-whisper-014.html,"{'model_name': 'medium', 'beam_size': 10, 'patience': 2.0, 'condition_on_previous_text': True, 'best_of': 10}"
