file,language,runtime,wer,mer,wil,wip,hits,substitutions,insertions,deletions,options
gn213vd3845_ev_1_sl.mp4,es,66.337176,0.44952681388012616,0.4371165644171779,0.507092302399965,0.4929076976000351,367,46,18,221,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=5
gn213vd3845_ev_1_sl.mp4,es,66.335316,0.44952681388012616,0.4371165644171779,0.507092302399965,0.4929076976000351,367,46,18,221,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=10
gn213vd3845_ev_1_sl.mp4,es,64.471558,0.1608832807570978,0.15912636505460218,0.23114930239451226,0.7688506976054877,539,50,7,45,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=5
gn213vd3845_ev_1_sl.mp4,es,64.575822,0.1608832807570978,0.15912636505460218,0.23114930239451226,0.7688506976054877,539,50,7,45,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=10
gj097zq7635_a_sl.m4a,en,614.025903,0.12419006479481641,0.11710794297352342,0.15988700722829619,0.8401129927717038,6936,346,448,126,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=True_best_of=5
gj097zq7635_a_sl.m4a,en,737.223415,0.12311015118790497,0.11672852937412005,0.15975704625632303,0.840242953743677,6901,345,405,162,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=True_best_of=10
gj097zq7635_a_sl.m4a,en,366.798341,0.09867710583153348,0.095755829185224,0.13589123845374484,0.8641087615462552,6903,315,226,190,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=False_best_of=5
gj097zq7635_a_sl.m4a,en,367.01917,0.09867710583153348,0.095755829185224,0.13589123845374484,0.8641087615462552,6903,315,226,190,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=False_best_of=10
gj097zq7635_a_sl.m4a,en,616.835218,0.11622570194384449,0.11037046532495834,0.15443284240733224,0.8455671575926678,6940,356,393,112,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=True_best_of=5
gj097zq7635_a_sl.m4a,en,915.13007,0.14673326133909287,0.1369880277252678,0.1887309222874627,0.8112690777125373,6848,428,527,132,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=True_best_of=10
gj097zq7635_a_sl.m4a,en,400.249215,0.09840712742980562,0.09528166252777415,0.13876379370342784,0.8612362062965722,6922,345,243,141,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=False_best_of=5
gj097zq7635_a_sl.m4a,en,400.373196,0.09840712742980562,0.09528166252777415,0.13876379370342784,0.8612362062965722,6922,345,243,141,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=False_best_of=10
gj097zq7635_a_sl.m4a,en,733.189756,0.11001619870410367,0.1052835550962408,0.14876281962646087,0.8512371803735391,6926,348,333,134,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=True_best_of=5
gj097zq7635_a_sl.m4a,en,733.369198,0.11001619870410367,0.1052835550962408,0.14876281962646087,0.8512371803735391,6926,348,333,134,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=True_best_of=10
gj097zq7635_a_sl.m4a,en,537.35964,0.1027267818574514,0.09985566198661593,0.13910586841357342,0.8608941315864266,6860,306,213,242,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=False_best_of=5
gj097zq7635_a_sl.m4a,en,537.094394,0.1027267818574514,0.09985566198661593,0.13910586841357342,0.8608941315864266,6860,306,213,242,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=False_best_of=10
gj097zq7635_a_sl.m4a,en,741.321828,0.10367170626349892,0.09959797691609389,0.14435397239226777,0.8556460276077322,6943,359,303,106,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=5
gj097zq7635_a_sl.m4a,en,741.329811,0.10367170626349892,0.09959797691609389,0.14435397239226777,0.8556460276077322,6943,359,303,106,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=10
gj097zq7635_a_sl.m4a,en,588.869378,0.09273758099352052,0.09013382314353188,0.12984841188579466,0.8701515881142053,6935,312,214,161,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=5
gj097zq7635_a_sl.m4a,en,589.03297,0.09273758099352052,0.09013382314353188,0.12984841188579466,0.8701515881142053,6935,312,214,161,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,125.395569,0.5283687943262412,0.47151898734177217,0.573719124480313,0.426280875519687,167,31,34,84,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=True_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,167.624608,0.5319148936170213,0.4716981132075472,0.593149974052932,0.406850025947068,168,42,36,72,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=True_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,34.012369,0.15602836879432624,0.1543859649122807,0.23434575127211377,0.7656542487278862,241,25,3,16,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=False_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,33.94416,0.15602836879432624,0.1543859649122807,0.23434575127211377,0.7656542487278862,241,25,3,16,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=False_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,128.876207,0.20921985815602837,0.19798657718120805,0.28171369649414024,0.7182863035058598,239,27,16,16,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=True_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,178.737335,0.4397163120567376,0.33695652173913043,0.40529417640595344,0.5947058235940466,244,25,86,13,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=True_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,37.327157,0.1276595744680851,0.1276595744680851,0.19926960939980942,0.8007303906001906,246,22,0,14,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=False_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,37.135464,0.1276595744680851,0.1276595744680851,0.19926960939980942,0.8007303906001906,246,22,0,14,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=False_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,147.832623,0.3049645390070922,0.2621951219512195,0.3365055627308363,0.6634944372691637,242,25,46,15,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=True_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,235.909966,0.25886524822695034,0.2310126582278481,0.3043401427864566,0.6956598572135434,243,24,34,15,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=True_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,48.429027,0.1702127659574468,0.1696113074204947,0.2637844611528821,0.7362155388471179,235,30,1,17,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=False_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,48.314232,0.1702127659574468,0.1696113074204947,0.2637844611528821,0.7362155388471179,235,30,1,17,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=False_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,159.974584,0.3723404255319149,0.3,0.36838394679798814,0.6316160532020119,245,24,68,13,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,209.93828,0.20212765957446807,0.18811881188118812,0.2600146735143066,0.7399853264856934,246,23,21,13,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=10
br525sp8033_FV4289_v4_sl.mp4,ru,52.345584,0.14893617021276595,0.14893617021276595,0.2378532867577008,0.7621467132422992,240,28,0,14,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=5
br525sp8033_FV4289_v4_sl.mp4,ru,52.266326,0.14893617021276595,0.14893617021276595,0.2378532867577008,0.7621467132422992,240,28,0,14,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=10
bw689yg2740_sl.mp4,en,883.729107,0.11582670203359859,0.11065123743559423,0.14876846522795584,0.8512315347720442,10529,457,529,324,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=True_best_of=5
bw689yg2740_sl.mp4,en,969.566423,0.1200707338638373,0.11459915611814346,0.15290146585005682,0.8470985341499432,10492,458,540,360,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=True_best_of=10
bw689yg2740_sl.mp4,en,609.777787,0.10415561450044208,0.09983050847457627,0.13591582394497526,0.8640841760550247,10622,433,490,255,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=False_best_of=5
bw689yg2740_sl.mp4,en,609.625678,0.10415561450044208,0.09983050847457627,0.13591582394497526,0.8640841760550247,10622,433,490,255,model_name=large_beam_size=5_patience=1.0_condition_on_previous_text=False_best_of=10
bw689yg2740_sl.mp4,en,1137.518197,0.12785145888594165,0.12043978010994502,0.15822293622380168,0.8417770637761983,10560,457,696,293,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=True_best_of=5
bw689yg2740_sl.mp4,en,1208.552643,0.13244916003536694,0.12634952766531715,0.170212300589222,0.829787699410778,10358,528,546,424,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=True_best_of=10
bw689yg2740_sl.mp4,en,642.365985,0.11609195402298851,0.1101510067114094,0.1447255919403776,0.8552744080596224,10607,414,610,289,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=False_best_of=5
bw689yg2740_sl.mp4,en,642.235308,0.11609195402298851,0.1101510067114094,0.1447255919403776,0.8552744080596224,10607,414,610,289,model_name=large_beam_size=5_patience=2.0_condition_on_previous_text=False_best_of=10
bw689yg2740_sl.mp4,en,2002.290463,0.17966401414677277,0.16208024248225253,0.20640124927682257,0.7935987507231774,10505,563,1227,242,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=True_best_of=5
bw689yg2740_sl.mp4,en,1331.369108,0.14261715296198055,0.13644053459651498,0.17382288187225958,0.8261771181277404,10209,433,512,668,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=True_best_of=10
bw689yg2740_sl.mp4,en,852.206635,0.10229885057471265,0.09851000425713069,0.13340701701821023,0.8665929829817898,10588,415,435,307,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=False_best_of=5
bw689yg2740_sl.mp4,en,852.065786,0.10229885057471265,0.09851000425713069,0.13340701701821023,0.8665929829817898,10588,415,435,307,model_name=large_beam_size=10_patience=1.0_condition_on_previous_text=False_best_of=10
bw689yg2740_sl.mp4,en,1575.924262,0.14783377541998233,0.1392753019575177,0.18144481874677387,0.8185551812532261,10333,505,695,472,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=5
bw689yg2740_sl.mp4,en,1950.520605,0.14748010610079576,0.13624111737319283,0.1728488161293802,0.8271511838706198,10575,446,933,289,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=True_best_of=10
bw689yg2740_sl.mp4,en,926.374808,0.10548187444739168,0.10102464222203404,0.13599367302055543,0.8640063269794446,10616,418,499,276,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=5
bw689yg2740_sl.mp4,en,926.400584,0.10548187444739168,0.10102464222203404,0.13599367302055543,0.8640063269794446,10616,418,499,276,model_name=large_beam_size=10_patience=2.0_condition_on_previous_text=False_best_of=10
